-2.653029683293659957e+00,1.512088392587368979e+01,2.421540252102161617e+00
-2.373901653212567631e+00,1.543764589550030131e+01,3.904872549060899978e+00
-2.379384404410918474e+00,1.438128159640925041e+01,-1.117347308991839760e+00
-2.302804026360995238e+00,1.499958434284143394e+01,9.364907605739185570e-01
-3.136306690042338197e+00,1.646788738083483850e+01,2.975858322062744143e+00
-3.198273733857051937e+00,1.182910943328452724e+01,-7.596978381032078786e+00
-2.381260695962156948e+00,1.554804776268170130e+01,1.282349500107592633e+00
-2.447702183757978212e+00,1.610549483754260791e+01,-3.349207488407215383e-01
-2.484118328851047330e+00,1.443551419980338402e+01,3.319333942038941387e+00
-2.528714439936195379e+00,1.486853379840590961e+01,3.770531873634734854e+00
-3.290478904181356690e+00,1.354599563363173331e+01,-5.711734998514178763e+00
-2.396140677273247199e+00,1.504971295833986034e+01,4.911633609958960811e-01
-2.394816960813530571e+00,1.474115608674993716e+01,-1.569939955830461642e-01
-2.717265696480288817e+00,1.210799781350490889e+01,-5.614586559585142744e+00
-2.716239489222988190e+00,1.334088011005787955e+01,-6.803380869195210678e+00
-3.043974931329615163e+00,1.347771787295231505e+01,-2.566589602024402783e+00
9.765810370543398733e+01,-4.206521948967187896e-01,-3.466979277050132313e-01
-2.284699363898345492e+00,-1.219344787600809354e+01,-6.976848941828006634e-01
-2.640291089762729637e+00,-1.258635430546874900e+01,6.632350676791738397e-01
-2.917378303213755686e+00,-1.197047238390156565e+01,2.516223586407894119e-01
-2.486502050803457209e+00,-1.234834875350911609e+01,8.232151480102080088e-01
-2.714917650635526591e+00,-1.093167834292898632e+01,-2.213831749614858069e+00
-2.822118029554628649e+00,-1.178344144059202492e+01,-4.261573251973648224e-01
-3.265257295153952466e+00,-1.171812828779059146e+01,-1.351431799334414041e+00
-3.048216382470654739e+00,-1.227614472840203597e+01,1.060050010462074477e+00
-2.603173722683893132e+00,-1.235683471898198960e+01,-7.612477606674838970e-02
-3.223806911328932046e+00,-1.215651010070172156e+01,-5.487546730250346672e-01
-2.606337518343965876e+00,-1.193688482712449606e+01,-9.194192315676589233e-01
-2.331276140176078648e+00,-1.146856025327333484e+01,-9.868137918309110024e-01
-2.399883490125902519e+00,-1.136079090469201702e+01,-1.032561552442779584e+00
-3.104584608982150939e+00,-1.141065119549128859e+01,-1.109143776251990232e+00
-2.883206477048468663e+00,-1.220946600461891585e+01,-7.146170041442057030e-02
-3.438117177204886854e+00,-1.346686137713788334e+01,-7.079644849051278666e-01
-3.449573363591354358e+00,-1.269391701248169113e+01,3.541818564556198368e-02
-2.863752606901912134e+00,-1.279378086742647724e+01,-1.137558929553340814e+00
-1.579761559644047075e+00,-1.221397229583681465e+00,2.133474165092169983e+01
-2.550837464923415787e+00,-1.215312084340289367e+01,-1.742283906077310984e+00
