-2.653029683296013630e+00,1.512088392589690145e+01,2.421538185272434696e+00,-5.051044065209502776e+00,-2.653451421828761259e+00,1.273975878580779764e-02,2.166403127141448781e+00,-1.844914081118266935e+00,-2.065204911965706103e+00,9.975935560541604463e-01,-2.211059456636668585e+00,-1.999575071831380724e+00,4.141691600353423208e-01,2.089384562612663476e+00,1.928715054040935017e+00,-3.935921368855240576e+00,8.506435623446407801e-01,-2.559884222074114923e+00,4.992268974309472807e-01,1.855750769036981218e+00
-2.373901653209212093e+00,1.543764589546816524e+01,3.904871478511033889e+00,-5.489060235213702121e+00,3.033531475823989521e-01,4.164759972720125880e+00,-1.379254491686852990e+00,-1.519751565442128971e+00,3.390910775054792325e-01,-2.314065550324073239e+00,2.188138147672483713e-01,7.019144801741913353e-01,-2.423300292367146724e+00,-2.519748437928741036e-01,2.817908418943457921e-02,-2.903910603807512647e+00,-2.082576631263322042e-03,3.758012423878520636e+00,-2.886120568042626622e-01,-4.153545038981191206e-01
-2.379384404408252607e+00,1.438128159638944226e+01,-1.117348669856324195e+00,-1.786102756300734562e+00,-1.750935284387018953e+00,9.674716418116502403e-01,-1.498622477825342525e+00,6.484133936005012089e+00,-5.306134697760332974e-01,-1.262732972167033285e+00,-1.648749163995950173e+00,9.663006491963582745e-01,1.643475300943802120e+00,3.285366351813223229e+00,8.643594855114875575e-01,-4.844184098776815328e-01,-2.037151046965417933e+00,2.078312570766192302e-01,-2.369780743520891519e+00,-1.737362447264207299e+00
-2.302804026363769907e+00,1.499958434286456388e+01,9.364913286652232216e-01,1.994695200618541442e+00,7.317568381429248703e+00,-9.480781436161767051e-02,3.092124732722779656e-01,1.601120165952967911e+00,-1.104553816812624767e+00,1.421884883039312486e+00,-1.055902164259174381e+00,9.642491272306135119e-01,-2.091011939027930255e-01,-1.141461283641860280e+00,-1.402468089935807072e+00,1.444981138688589128e-01,2.041587327665740081e-01,5.808042505354626961e-01,3.594047621277238758e-01,-2.086868007969351346e+00
-3.136306690045913115e+00,1.646788738086369008e+01,2.975859021631483081e+00,-4.495532258218882582e+00,-9.818916459660745888e-01,-1.311618589909688382e+00,-1.397908886035320819e+00,-4.006669598405014909e+00,-1.000536809377152947e+00,-1.350273481523960095e+00,2.148377042102950440e+00,2.446272823029236765e+00,-9.032664024318841633e-01,1.800519042657683366e-02,-5.584508050406481461e-01,9.566335204745254339e-01,-1.251569475267774179e+00,1.598031187449154178e+00,5.204436932343889932e-01,-1.494807760067618840e+00
-3.198273733857234014e+00,1.182910943328882425e+01,-7.596976787138203235e+00,3.514732799847732014e+00,-5.271590846658955165e+00,-1.378754580756100800e-01,-2.559265478544452854e+00,-5.889159237157649551e-01,2.529428709062285563e+00,-1.910217160957418336e+00,7.927562283861677717e-01,-2.965059690775018186e+00,3.624426783197993274e+00,-2.679058784765135481e+00,-1.420733471261990788e+00,-2.263826416101084149e+00,-4.272258240589806300e-01,-1.381491962535535967e-01,-9.081435112709742574e-01,-1.065680483547233326e+00
-2.381260695961585849e+00,1.554804776267053334e+01,1.282348053501833007e+00,2.621423704109155928e-01,3.097084927209657224e+00,6.879478259577730404e-01,3.425694040895677084e+00,1.839733460303455415e+00,7.773158575331491349e-01,-2.273881288646492749e+00,-2.765557326069639110e+00,-2.190291930706499635e+00,8.507645516705776290e-01,1.125658198962525836e+00,-2.424127472992726240e+00,8.642749159424250038e-01,4.483599379606449276e+00,1.015519134461878803e+00,-2.634769061782404886e-01,1.402844591165765431e+00
-2.447702183753080352e+00,1.610549483750505217e+01,-3.349197325464834396e-01,3.843702098394841116e-01,5.588840125256435698e+00,-1.957886994650233525e+00,1.000923363205071581e+00,-2.258326717414387730e+00,-1.254630317212411139e+00,4.045351721970384062e+00,9.263567120852773673e-01,-7.510673100209426245e-01,2.336077571190103619e+00,3.744437796870376811e-01,4.569601887130391726e-01,-8.684778580337648712e-01,-2.507041848611986978e+00,-4.665951607386339406e-01,9.082177884260553835e-01,-4.826845875486907023e-01
-2.484118328851197877e+00,1.443551419980910566e+01,3.319335750860554768e+00,-2.755466362588356866e+00,-1.268831933507989618e+00,-4.784747652678997820e-01,-5.383139167612958076e-01,1.029730130793569787e+00,-1.041107028024778502e+00,-1.575643293742390760e+00,-1.027111519721430888e+00,9.495026450177435073e-01,3.329983921877549768e+00,-1.997969857631161972e+00,-2.435593686102950350e+00,1.597527160098409782e+00,-1.522557717387059917e+00,-5.636797650916867131e-01,3.464626410114318045e+00,2.272981122350913097e+00
-2.528714439935546565e+00,1.486853379839786804e+01,3.770532143730101815e+00,-3.832298279879726266e+00,-5.719758511637026421e-01,7.162046834819464358e-01,2.990205954598477156e-01,-2.059147975083484461e+00,7.710327326128786352e-01,-2.231275698173785127e+00,-4.834128316430380545e-02,-6.533501488937978330e-01,2.981056504856610667e-01,-6.808760297588549726e-01,2.065962624883743715e+00,4.826507268346803770e+00,4.028505045510447080e-01,-2.319619849050926774e+00,-1.444336246096873388e+00,-1.542342235369004388e+00
